store_id,item_id,wm_yr_wk,sell_price,id,count,wm_yr_wk_str,year,sales,price_change,sales_change,dept_id,cat_id
CA_1,FOODS_1_009,11419,2.24,FOODS_1_009_CA_1,2,11419,2014,4.794117647058823,-9.677419354838701,1721.7647058823532,FOODS_1,FOODS
CA_1,FOODS_1_010,11417,4.74,FOODS_1_010_CA_1,4,11417,2014,1.5,-11.06941838649156,2.0000000000000018,FOODS_1,FOODS
CA_1,FOODS_1_017,11429,1.98,FOODS_1_017_CA_1,3,11429,2014,7.238095238095238,-16.806722689075627,1649.2063492063494,FOODS_1,FOODS
CA_1,FOODS_1_022,11417,3.84,FOODS_1_022_CA_1,5,11417,2014,1.0,-13.318284424379234,-10.526315789473683,FOODS_1,FOODS
CA_1,FOODS_1_035,11449,2.23,FOODS_1_035_CA_1,3,11449,2014,6.5,-10.080645161290324,54.611650485436904,FOODS_1,FOODS
CA_1,FOODS_1_038,11402,7.98,FOODS_1_038_CA_1,4,11402,2014,4.333333333333333,-11.1358574610245,116.66666666666666,FOODS_1,FOODS
CA_1,FOODS_1_049,11430,1.98,FOODS_1_049_CA_1,3,11430,2014,9.45,-16.806722689075627,1317.5,FOODS_1,FOODS
CA_1,FOODS_1_057,11419,2.24,FOODS_1_057_CA_1,2,11419,2014,4.382352941176471,-9.677419354838701,1565.294117647059,FOODS_1,FOODS
CA_1,FOODS_1_073,11442,1.96,FOODS_1_073_CA_1,4,11442,2014,6.6,-7.547169811320764,12.89473684210527,FOODS_1,FOODS
CA_1,FOODS_1_087,11417,4.74,FOODS_1_087_CA_1,4,11417,2014,14.0,-11.06941838649156,-11.524163568773249,FOODS_1,FOODS
CA_1,FOODS_1_091,11419,2.24,FOODS_1_091_CA_1,2,11419,2014,7.794117647058823,-9.677419354838701,1246.2566844919784,FOODS_1,FOODS
CA_1,FOODS_1_096,11433,5.5,FOODS_1_096_CA_1,5,11433,2014,2.9166666666666665,-4.513888888888884,72.83950617283949,FOODS_1,FOODS
CA_1,FOODS_1_096,11449,5.58,FOODS_1_096_CA_1,5,11449,2014,2.0,-4.452054794520544,-47.82608695652174,FOODS_1,FOODS
CA_1,FOODS_1_098,11417,4.29,FOODS_1_098_CA_1,5,11417,2014,1.5,-5.5066079295154164,50.0,FOODS_1,FOODS
CA_1,FOODS_1_098,11431,4.35,FOODS_1_098_CA_1,5,11431,2014,0.5238095238095238,-5.639913232104132,4.761904761904767,FOODS_1,FOODS
CA_1,FOODS_1_126,11419,2.24,FOODS_1_126_CA_1,2,11419,2014,5.264705882352941,-5.88235294117646,809.3582887700535,FOODS_1,FOODS
CA_1,FOODS_1_129,11417,5.44,FOODS_1_129_CA_1,6,11417,2014,8.0,-4.393673110720564,138.59649122807016,FOODS_1,FOODS
CA_1,FOODS_1_129,11431,5.5,FOODS_1_129_CA_1,6,11431,2014,2.357142857142857,-4.513888888888884,-54.16666666666667,FOODS_1,FOODS
CA_1,FOODS_1_129,11449,5.58,FOODS_1_129_CA_1,6,11449,2014,1.5,-4.452054794520544,-52.63157894736842,FOODS_1,FOODS
CA_1,FOODS_1_133,11446,2.5,FOODS_1_133_CA_1,4,11446,2014,1.5,-28.16091954022989,800.0000000000003,FOODS_1,FOODS
CA_1,FOODS_1_147,11417,3.84,FOODS_1_147_CA_1,5,11417,2014,1.3333333333333333,-13.318284424379234,-65.12820512820512,FOODS_1,FOODS
CA_1,FOODS_1_148,11417,3.84,FOODS_1_148_CA_1,5,11417,2014,3.0,-13.318284424379234,59.37500000000002,FOODS_1,FOODS
CA_1,FOODS_1_156,11430,1.98,FOODS_1_156_CA_1,3,11430,2014,8.2,-16.806722689075627,969.5652173913041,FOODS_1,FOODS
CA_1,FOODS_1_157,11417,3.89,FOODS_1_157_CA_1,6,11417,2014,1.0,-15.06550218340611,-32.00000000000001,FOODS_1,FOODS
CA_1,FOODS_1_157,11433,4.6,FOODS_1_157_CA_1,6,11433,2014,1.5,-1.0752688172043112,4.347826086956519,FOODS_1,FOODS
CA_1,FOODS_1_159,11437,4.65,FOODS_1_159_CA_1,5,11437,2014,2.375,-9.1796875,78.125,FOODS_1,FOODS
CA_1,FOODS_1_170,11417,4.74,FOODS_1_170_CA_1,4,11417,2014,28.0,-11.06941838649156,-30.000000000000004,FOODS_1,FOODS
CA_1,FOODS_1_187,11402,7.98,FOODS_1_187_CA_1,4,11402,2014,11.333333333333334,-11.1358574610245,-1.449275362318836,FOODS_1,FOODS
CA_1,FOODS_1_189,11430,1.98,FOODS_1_189_CA_1,3,11430,2014,5.631578947368421,-16.806722689075627,1106.766917293233,FOODS_1,FOODS
CA_1,FOODS_1_192,11419,2.24,FOODS_1_192_CA_1,2,11419,2014,5.794117647058823,-9.677419354838701,1734.8039215686274,FOODS_1,FOODS
CA_1,FOODS_1_206,11450,1.98,FOODS_1_206_CA_1,2,11450,2014,18.666666666666668,-13.157894736842103,23.293703214442974,FOODS_1,FOODS
CA_1,FOODS_1_209,11419,2.24,FOODS_1_209_CA_1,2,11419,2014,3.647058823529412,-9.677419354838701,1632.3529411764716,FOODS_1,FOODS
CA_1,FOODS_1_212,11415,5.98,FOODS_1_212_CA_1,2,11415,2014,1.973684210526316,-4.777070063694266,270.0657894736843,FOODS_1,FOODS
CA_1,FOODS_1_213,11402,2.24,FOODS_1_213_CA_1,2,11402,2014,4.450980392156863,-5.88235294117646,-40.65359477124183,FOODS_1,FOODS
CA_1,FOODS_2_006,11435,9.98,FOODS_2_006_CA_1,4,11435,2014,1.7333333333333334,-9.02461257976299,-19.1111111111111,FOODS_2,FOODS
CA_1,FOODS_2_007,11420,2.68,FOODS_2_007_CA_1,2,11420,2014,3.090909090909091,-4.964539007092183,4.776579352850541,FOODS_2,FOODS
CA_1,FOODS_2_009,11440,1.48,FOODS_2_009_CA_1,3,11440,2014,6.142857142857143,-2.631578947368418,43.692564745196314,FOODS_2,FOODS
CA_1,FOODS_2_009,11446,1.0,FOODS_2_009_CA_1,3,11446,2014,8.571428571428571,-32.432432432432435,39.53488372093021,FOODS_2,FOODS
CA_1,FOODS_2_010,11409,2.5,FOODS_2_010_CA_1,2,11409,2014,4.2727272727272725,-2.7237354085603016,174.67532467532467,FOODS_2,FOODS
CA_1,FOODS_2_011,11425,2.88,FOODS_2_011_CA_1,3,11425,2014,4.5,-3.0303030303030387,80.0,FOODS_2,FOODS
CA_1,FOODS_2_018,11429,6.98,FOODS_2_018_CA_1,2,11429,2014,6.0,-6.559571619812576,4250.000000000001,FOODS_2,FOODS
CA_1,FOODS_2_022,11431,6.98,FOODS_2_022_CA_1,2,11431,2014,8.181818181818182,-6.559571619812576,3523.376623376624,FOODS_2,FOODS
CA_1,FOODS_2_035,11435,4.98,FOODS_2_035_CA_1,4,11435,2014,7.4,-7.089552238805963,164.28571428571433,FOODS_2,FOODS
CA_1,FOODS_2_035,11451,5.0,FOODS_2_035_CA_1,4,11451,2014,5.5,-6.7164179104477695,-21.42857142857143,FOODS_2,FOODS
CA_1,FOODS_2_037,11414,5.97,FOODS_2_037_CA_1,4,11414,2014,5.4,-14.469914040114617,14.54545454545455,FOODS_2,FOODS
CA_1,FOODS_2_041,11450,3.97,FOODS_2_041_CA_1,3,11450,2014,4.0,-0.2512562814070307,-28.6624203821656,FOODS_2,FOODS
CA_1,FOODS_2_043,11424,2.88,FOODS_2_043_CA_1,3,11424,2014,6.965517241379311,-3.0303030303030387,-22.60536398467432,FOODS_2,FOODS
CA_1,FOODS_2_052,11435,11.98,FOODS_2_052_CA_1,4,11435,2014,19.916666666666668,-14.306151645207443,-14.54895489548954,FOODS_2,FOODS
CA_1,FOODS_2_052,11446,10.97,FOODS_2_052_CA_1,4,11446,2014,33.42857142857143,-8.430717863105174,67.84219964136282,FOODS_2,FOODS
