store_id,item_id,wm_yr_wk,sell_price,id,count,wm_yr_wk_str,year,sales,price_change,sales_change,dept_id,cat_id
CA_1,FOODS_1_015,11140,2.48,FOODS_1_015_CA_1,4,11140,2011,3.75,-10.79136690647482,35.71428571428572,FOODS_1,FOODS
CA_1,FOODS_1_018,11120,0.98,FOODS_1_018_CA_1,2,11120,2011,51.0,-2.0000000000000018,50.220913107511024,FOODS_1,FOODS
CA_1,FOODS_1_030,11140,2.48,FOODS_1_030_CA_1,4,11140,2011,2.5,-10.79136690647482,-27.77777777777778,FOODS_1,FOODS
CA_1,FOODS_1_032,11120,0.98,FOODS_1_032_CA_1,2,11120,2011,74.45454545454545,-2.0000000000000018,-28.201981239589724,FOODS_1,FOODS
CA_1,FOODS_1_037,11140,2.48,FOODS_1_037_CA_1,3,11140,2011,7.333333333333333,-16.498316498316502,-5.921052631578949,FOODS_1,FOODS
CA_1,FOODS_1_046,11119,0.98,FOODS_1_046_CA_1,2,11119,2011,37.70588235294117,-2.0000000000000018,103.52606951871653,FOODS_1,FOODS
CA_1,FOODS_1_061,11135,1.75,FOODS_1_061_CA_1,4,11135,2011,18.5,-19.72477064220184,91.3793103448276,FOODS_1,FOODS
CA_1,FOODS_1_074,11141,2.0,FOODS_1_074_CA_1,4,11141,2011,13.0,-10.71428571428572,-10.344827586206895,FOODS_1,FOODS
CA_1,FOODS_1_085,11119,0.98,FOODS_1_085_CA_1,2,11119,2011,77.38235294117646,-2.0000000000000018,-13.258719416970344,FOODS_1,FOODS
CA_1,FOODS_1_095,11124,2.82,FOODS_1_095_CA_1,3,11124,2011,2.827586206896552,-0.35335689045937757,41.3793103448276,FOODS_1,FOODS
CA_1,FOODS_1_103,11125,2.97,FOODS_1_103_CA_1,3,11125,2011,36.0,-6.6037735849056585,197.02970297029702,FOODS_1,FOODS
CA_1,FOODS_1_128,11115,2.48,FOODS_1_128_CA_1,4,11115,2011,11.636363636363637,-22.012578616352208,127.0509977827051,FOODS_1,FOODS
CA_1,FOODS_1_130,11111,1.33,FOODS_1_130_CA_1,4,11111,2011,6.125,-11.333333333333329,2.083333333333326,FOODS_1,FOODS
CA_1,FOODS_1_133,11140,2.48,FOODS_1_133_CA_1,3,11140,2011,7.75,-10.79136690647482,-44.5438282647585,FOODS_1,FOODS
CA_1,FOODS_1_158,11150,4.68,FOODS_1_158_CA_1,2,11150,2011,3.333333333333333,-6.024096385542177,7.526881720430101,FOODS_1,FOODS
CA_1,FOODS_1_161,11120,0.98,FOODS_1_161_CA_1,2,11120,2011,64.0,-2.0000000000000018,546.4646464646464,FOODS_1,FOODS
CA_1,FOODS_1_166,11136,1.75,FOODS_1_166_CA_1,4,11136,2011,26.666666666666668,-19.72477064220184,3.8961038961038863,FOODS_1,FOODS
