store_id,item_id,wm_yr_wk,sell_price,id,count,wm_yr_wk_str,year,sales,price_change,sales_change,dept_id,cat_id
CA_1,FOODS_1_012,11218,5.09,FOODS_1_012_CA_1,4,11218,2012,22.0,-16.282894736842113,1785.7142857142858,FOODS_1,FOODS
CA_1,FOODS_1_015,11226,2.68,FOODS_1_015_CA_1,3,11226,2012,20.3125,-17.28395061728395,367.36725663716817,FOODS_1,FOODS
CA_1,FOODS_1_023,11218,5.09,FOODS_1_023_CA_1,4,11218,2012,7.428571428571429,-16.282894736842113,1571.4285714285716,FOODS_1,FOODS
CA_1,FOODS_1_030,11227,2.68,FOODS_1_030_CA_1,3,11227,2012,11.882352941176473,-17.28395061728395,230.74590661006673,FOODS_1,FOODS
CA_1,FOODS_1_034,11229,5.47,FOODS_1_034_CA_1,3,11229,2012,1.0416666666666667,-7.912457912457926,-33.712121212121204,FOODS_1,FOODS
CA_1,FOODS_1_037,11227,2.68,FOODS_1_037_CA_1,4,11227,2012,18.4,-17.28395061728395,132.3232323232323,FOODS_1,FOODS
CA_1,FOODS_1_053,11229,5.47,FOODS_1_053_CA_1,3,11229,2012,4.166666666666667,-7.912457912457926,13.636363636363647,FOODS_1,FOODS
CA_1,FOODS_1_055,11235,3.98,FOODS_1_055_CA_1,3,11235,2012,18.38888888888889,-5.687203791469186,36.938534278959814,FOODS_1,FOODS
CA_1,FOODS_1_071,11246,1.64,FOODS_1_071_CA_1,3,11246,2012,5.0,-16.751269035533,-11.764705882352944,FOODS_1,FOODS
CA_1,FOODS_1_076,11229,5.47,FOODS_1_076_CA_1,3,11229,2012,4.583333333333333,-7.912457912457926,-0.9009009009009028,FOODS_1,FOODS
CA_1,FOODS_1_081,11218,5.09,FOODS_1_081_CA_1,4,11218,2012,4.285714285714286,-16.282894736842113,2471.4285714285725,FOODS_1,FOODS
CA_1,FOODS_1_087,11218,5.09,FOODS_1_087_CA_1,4,11218,2012,11.428571428571429,-16.282894736842113,3328.5714285714294,FOODS_1,FOODS
CA_1,FOODS_1_093,11218,5.09,FOODS_1_093_CA_1,4,11218,2012,2.0,-16.282894736842113,1700.0,FOODS_1,FOODS
CA_1,FOODS_1_095,11225,2.86,FOODS_1_095_CA_1,4,11225,2012,0.44,-2.0547945205479423,-87.86206896551724,FOODS_1,FOODS
CA_1,FOODS_1_096,11229,5.64,FOODS_1_096_CA_1,3,11229,2012,1.7083333333333333,-14.28571428571429,-23.125000000000007,FOODS_1,FOODS
CA_1,FOODS_1_126,11207,2.24,FOODS_1_126_CA_1,3,11207,2012,3.0,-16.417910447761187,19.999999999999996,FOODS_1,FOODS
CA_1,FOODS_1_129,11249,5.64,FOODS_1_129_CA_1,3,11249,2012,2.5,-14.28571428571429,400.0,FOODS_1,FOODS
CA_1,FOODS_1_133,11226,2.68,FOODS_1_133_CA_1,4,11226,2012,11.647058823529411,-17.28395061728395,117.29587357330988,FOODS_1,FOODS
CA_1,FOODS_1_141,11238,2.68,FOODS_1_141_CA_1,3,11238,2012,9.8,-18.29268292682926,169.85507246376815,FOODS_1,FOODS
CA_1,FOODS_1_169,11227,2.68,FOODS_1_169_CA_1,3,11227,2012,11.8125,-17.28395061728395,250.0,FOODS_1,FOODS
CA_1,FOODS_1_170,11218,5.09,FOODS_1_170_CA_1,4,11218,2012,35.142857142857146,-16.282894736842113,1071.4285714285716,FOODS_1,FOODS
CA_1,FOODS_1_176,11227,2.68,FOODS_1_176_CA_1,3,11227,2012,18.53333333333333,-17.28395061728395,290.9375,FOODS_1,FOODS
CA_1,FOODS_1_189,11206,2.68,FOODS_1_189_CA_1,2,11206,2012,3.617021276595745,-3.9426523297490967,141.13475177304963,FOODS_1,FOODS
CA_1,FOODS_1_191,11218,5.09,FOODS_1_191_CA_1,4,11218,2012,2.142857142857143,-16.282894736842113,1828.5714285714284,FOODS_1,FOODS
CA_1,FOODS_1_199,11218,5.09,FOODS_1_199_CA_1,4,11218,2012,6.285714285714286,-16.282894736842113,1516.3265306122448,FOODS_1,FOODS
CA_1,FOODS_1_206,11241,1.76,FOODS_1_206_CA_1,3,11241,2012,8.333333333333334,-22.807017543859644,-73.00215982721382,FOODS_1,FOODS
CA_1,FOODS_1_211,11218,5.09,FOODS_1_211_CA_1,3,11218,2012,1.8571428571428568,-16.282894736842113,3242.857142857146,FOODS_1,FOODS
CA_1,FOODS_2_005,11210,3.68,FOODS_2_005_CA_1,6,11210,2012,5.0,-4.909560723514206,11.111111111111116,FOODS_2,FOODS
CA_1,FOODS_2_005,11246,3.58,FOODS_2_005_CA_1,6,11246,2012,1.4,-7.4935400516795925,-39.45945945945947,FOODS_2,FOODS
CA_1,FOODS_2_006,11212,8.87,FOODS_2_006_CA_1,5,11212,2012,2.3,-10.040567951318458,-23.33333333333334,FOODS_2,FOODS
CA_1,FOODS_2_006,11222,8.87,FOODS_2_006_CA_1,5,11222,2012,2.0,-10.040567951318458,33.33333333333333,FOODS_2,FOODS
CA_1,FOODS_2_011,11249,1.98,FOODS_2_011_CA_1,2,11249,2012,10.25,-33.55704697986577,172.96195652173907,FOODS_2,FOODS
CA_1,FOODS_2_020,11204,2.5,FOODS_2_020_CA_1,2,11204,2012,7.551020408163265,-1.1857707509881354,4.152005629838151,FOODS_2,FOODS
CA_1,FOODS_2_024,11206,2.5,FOODS_2_024_CA_1,2,11206,2012,10.72340425531915,-3.100775193798455,12.877939529675263,FOODS_2,FOODS
