store_id,item_id,wm_yr_wk,sell_price,id,count,wm_yr_wk_str,year,sales,price_change,sales_change,dept_id,cat_id
CA_1,FOODS_1_053,11602,5.14,FOODS_1_053_CA_1,3,11602,2016,1.6,-6.032906764168189,-36.0,FOODS_1,FOODS
CA_1,FOODS_1_095,11604,3.12,FOODS_1_095_CA_1,5,11604,2016,0.75,-0.31948881789136685,50.0,FOODS_1,FOODS
CA_1,FOODS_1_098,11602,4.43,FOODS_1_098_CA_1,4,11602,2016,2.2222222222222223,-3.27510917030569,-50.617283950617285,FOODS_1,FOODS
CA_1,FOODS_2_021,11607,0.94,FOODS_2_021_CA_1,3,11607,2016,36.5,-4.081632653061229,-10.245901639344247,FOODS_2,FOODS
CA_1,FOODS_2_036,11609,3.5,FOODS_2_036_CA_1,3,11609,2016,10.0,-6.417112299465244,-36.61971830985916,FOODS_2,FOODS
CA_1,FOODS_2_048,11614,7.97,FOODS_2_048_CA_1,3,11614,2016,1.6666666666666667,-0.12531328320802837,29.629629629629626,FOODS_2,FOODS
CA_1,FOODS_2_074,11612,2.5,FOODS_2_074_CA_1,2,11612,2016,18.2,-2.7237354085603016,-16.000000000000004,FOODS_2,FOODS
CA_1,FOODS_2_077,11607,5.92,FOODS_2_077_CA_1,3,11607,2016,8.7,-8.64197530864198,79.11764705882354,FOODS_2,FOODS
CA_1,FOODS_2_092,11609,3.5,FOODS_2_092_CA_1,3,11609,2016,1.0,-6.417112299465244,-72.72727272727273,FOODS_2,FOODS
CA_1,FOODS_2_097,11603,6.98,FOODS_2_097_CA_1,2,11603,2016,3.2857142857142856,-11.195928753180661,40.816326530612265,FOODS_2,FOODS
CA_1,FOODS_2_121,11605,1.58,FOODS_2_121_CA_1,2,11605,2016,5.583333333333333,-11.235955056179769,-26.535087719298247,FOODS_2,FOODS
CA_1,FOODS_2_128,11607,0.94,FOODS_2_128_CA_1,3,11607,2016,54.4,-4.081632653061229,38.305084745762706,FOODS_2,FOODS
CA_1,FOODS_2_165,11605,3.48,FOODS_2_165_CA_1,3,11605,2016,2.2,-12.34256926952142,1000.0,FOODS_2,FOODS
CA_1,FOODS_2_213,11605,3.48,FOODS_2_213_CA_1,3,11605,2016,3.2,-12.34256926952142,433.33333333333337,FOODS_2,FOODS
CA_1,FOODS_2_222,11612,2.5,FOODS_2_222_CA_1,2,11612,2016,31.4,-2.7237354085603016,-42.64840182648402,FOODS_2,FOODS
CA_1,FOODS_2_238,11605,1.58,FOODS_2_238_CA_1,2,11605,2016,8.25,-11.235955056179769,-10.32608695652173,FOODS_2,FOODS
CA_1,FOODS_2_252,11606,3.48,FOODS_2_252_CA_1,3,11606,2016,1.6,-12.34256926952142,860.0000000000005,FOODS_2,FOODS
CA_1,FOODS_2_254,11607,5.92,FOODS_2_254_CA_1,3,11607,2016,3.5,-8.64197530864198,206.25,FOODS_2,FOODS
CA_1,FOODS_2_270,11606,2.98,FOODS_2_270_CA_1,3,11606,2016,1.3333333333333333,-14.121037463976949,700.0000000000003,FOODS_2,FOODS
